baseline_similarity,mean_shift_similarity,regression_similarity,Sentence1,Sentence2
0.9451458334612147,0.9471220413820717,0.9416447869464434,The worm crawled slowly.,The worm inched slowly.
0.8618571376275385,0.8674313554054905,0.877332165730587,The experience was valuable.,The experience was enriching.
0.8828780438828373,0.887222142414329,0.8904925238469332,The wisdom was shared.,The wisdom was imparted.
0.9430211055581845,0.9433135298600881,0.9448724452771775,The answer was correct.,The answer was accurate.
0.801524339746492,0.8101972672604615,0.8249495278484524,The people were welcoming.,The people were hospitable.
0.9266767057333004,0.9265988842394183,0.9311978469314656,The outcome was uncertain.,The outcome was unpredictable.
0.8982006467887409,0.9004572860316663,0.9021469341954027,The heat was unbearable.,The heat was sweltering.
0.937142042508067,0.9378468957156059,0.9352616277329984,The lizard darted across the rocks.,The lizard scurried across the rocks.
0.9633910413056189,0.9620380299141966,0.9657411011023475,The punishment was severe.,The punishment was harsh.
0.9226211384253747,0.9203264356237205,0.9083171569273213,The injury was serious.,The injury was severe.
0.8552556104842843,0.8632276997611985,0.877109363027569,The situation was complicated.,The situation was convoluted.
0.9387946507075803,0.932681113212297,0.9419447732533033,The decline was gradual.,The decline was slow.
0.9035851438544361,0.9044654346952627,0.9137329921979241,The book was engaging.,The book was absorbing.
0.9513508297380412,0.9501289636858389,0.9512437326815069,The offer was declined.,The offer was refused.
0.955123274042172,0.955427549577566,0.9582762758152197,The threat was serious.,The threat was grave.
0.9607474783369734,0.9605724410993491,0.964151424357893,The impact was considerable.,The impact was substantial.
0.9532371133290068,0.951151410268761,0.9483523424838902,The truth was revealed.,The truth was uncovered.
0.8979536817020064,0.8914878633704222,0.9136952160139958,The chance was squandered.,The chance was wasted.
0.8948841443142129,0.8985502231099449,0.900848279038963,The bond was unbreakable.,The bond was indestructible.
0.9288507336385209,0.9339213866986934,0.9316517831051467,The fragrance was sweet.,The fragrance was alluring.
0.9081823729524907,0.9125462689614956,0.9119009750334852,The time was passing.,The time was elapsing.
0.9661760277680025,0.9657701179967553,0.9662049736820908,The sunset was colorful.,The sunset was vibrant.
0.8377248951550369,0.8351279820760267,0.8398539460354328,The year was prosperous.,The year was successful.
0.9711419174648487,0.969923868224859,0.9624597515185913,The river was wide.,The river was broad.
0.9206957475261807,0.9183071140389747,0.9289890710996164,The problem was solved.,The problem was resolved.
0.8696142856992259,0.8708720294096207,0.8850592623231277,The sentence was lenient.,The sentence was merciful.
0.8828780438828373,0.887222142414329,0.8904925238469332,The wisdom was shared.,The wisdom was imparted.
0.9455445746309594,0.9445778261193568,0.943141989266723,The opportunity was missed.,The opportunity was lost.
0.8887191801031236,0.8896134304553023,0.8951488757435632,The reaction was immediate.,The reaction was instantaneous.
0.9017282951532177,0.9015570641107338,0.9135856066902706,The purpose was served.,The purpose was achieved.
0.9491839290455404,0.9474159540317089,0.9490057788621767,The sculpture was elegant.,The sculpture was graceful.
0.772490709011769,0.7798282679458949,0.8067761871570831,The medicine was effective.,The medicine was efficacious.
0.9556787586149312,0.9536088438360393,0.9522401306949919,The cloud was moving.,The cloud was drifting.
0.9809242097271802,0.9778822068853757,0.9717946980893587,The deer leaped over the fence.,The deer jumped over the fence.
0.9162853990980442,0.9138231397981389,0.9232590023842795,The season was delightful.,The season was charming.
0.8748591677690298,0.8743832124638622,0.884759608489716,The interaction was positive.,The interaction was constructive.
0.72760416307894,0.723946364828178,0.7568557178717861,The conflict was over.,The conflict was concluded.
0.8726407952982415,0.8697061542416098,0.8906690871195484,The hotel offered accommodation.,The hotel provided lodging.
0.9584845680454982,0.9594466304900192,0.9554816556239221,The repercussions were severe.,The repercussions were dire.
0.9326440126878546,0.9353382818588791,0.9396967832810235,The information was helpful.,The information was useful.
0.9599614103130787,0.9616373977755693,0.9629589314590247,The coffee was strong and black.,The coffee was potent and dark.
0.929938450924437,0.9302888833507903,0.9380864783551344,The struggle was hard.,The struggle was difficult.
0.8878287515130642,0.8929945167923194,0.8927609782441366,The river flowed calmly.,The river meandered calmly.
0.7631398607513071,0.764581520662472,0.808049730803822,The invitation was accepted.,The invitation was welcomed.
0.9252495258995292,0.9261376549187502,0.9275731967393379,The destination was reached.,The destination was arrived at.
0.9316893955289851,0.9271708923272782,0.9272370742732562,The evidence was compelling.,The evidence was strong.
0.9297701378261614,0.9329012788803653,0.9382080262286948,The idea was innovative.,The idea was groundbreaking.
0.9447584695456142,0.9443518823070497,0.9459806993163355,The land was fertile.,The land was rich.
0.8999186668466193,0.8975116013881307,0.9102351335007166,The situation was critical.,The situation was urgent.
0.9384698452794785,0.9375210118479909,0.9365143642094843,The instruction was obeyed.,The instruction was followed.
0.8310950160180375,0.84123911540792,0.8549732263897473,The teacher explained clearly.,The teacher elucidated clearly.
0.9492438438211889,0.9476377806367178,0.9535656228925407,The ability was remarkable.,The ability was extraordinary.
0.8872514353596107,0.8939752260525948,0.9065854420198309,The risk was high.,The risk was considerable.
0.9537838680643624,0.9534388253153419,0.9563084040860523,The store sold merchandise.,The store offered merchandise.
0.9384614113393384,0.9420105213916208,0.9431766611239434,The lecture was boring.,The lecture was tedious.
0.9879503263029862,0.9884052882562873,0.9773012290530367,The stock prices rose.,The stock prices climbed.
0.8267954723528363,0.8331951840679832,0.8396356622771409,The rain was light.,The rain was drizzling.
0.9096762186858947,0.9149967031515003,0.9211112764248954,The weather was pleasant.,The weather was agreeable.
0.8197144437640098,0.8234229612557817,0.8734722010929523,The result was positive.,The result was favorable.
0.8768377051777793,0.8739367811225832,0.8831770972299119,The life was full.,The life was rich.
0.8804796162151092,0.8839006497934927,0.8998168888293643,The path was clear.,The path was obvious.
0.9469588508966756,0.946503346237,0.9452972747317555,The shipment arrived safely.,The shipment arrived intact.
0.969598701919193,0.9705825865250401,0.9672191877674394,The weather was changing.,The weather was shifting.
0.8961934560625995,0.903119843606448,0.9125722782705026,The stress was unbearable.,The stress was intolerable.
0.9868500451240916,0.9858701346634556,0.9795324034097137,The flowers were blooming.,The flowers were blossoming.
0.9459842434027391,0.944275964406319,0.9529975795891643,The delivery was prompt.,The delivery was timely.
0.941668672089353,0.9402534748735702,0.949590639230222,The instructions were easy.,The instructions were simple.
0.9524565101055413,0.9519675109635493,0.9554950977689856,The request was granted.,The request was approved.
0.892563013978863,0.8895833460761841,0.90149810914428,The achievement was remarkable.,The achievement was extraordinary.
0.9665728906857903,0.9647235311101411,0.9623053435009461,The climate was temperate.,The climate was mild.
0.8016795959430765,0.798042557516917,0.829669847987667,The family was united.,The family was close.
0.911749305731816,0.9105458830702811,0.9174964520225587,The goat butted the fence.,The goat rammed the fence.
0.9221792223266103,0.9220894697320499,0.9195211779453183,The property was sold.,The property was transferred.
0.8968553532921603,0.8990337537380995,0.9129298821435601,The advice was helpful.,The advice was beneficial.
0.9177838296611058,0.916255050072505,0.928368893117928,The time was precious.,The time was valuable.
0.8597687312365709,0.8636103751079353,0.8850665248077223,The incident was significant.,The incident was momentous.
0.8733915069595355,0.8748735535785066,0.8829532894086656,The crew was hardworking.,The crew was diligent.
0.9357354037553938,0.933151401061663,0.9282163064512,The manager was competent.,The manager was capable.
0.9083536613477172,0.9088770959697452,0.9140584446078862,The land was bought.,The land was purchased.
0.9368455606068111,0.9403568069228361,0.9399528089120683,The sky was clear and blue.,The sky was cloudless and azure.
0.896441838495048,0.8910857480194293,0.8971203166689246,The future was promising.,The future was bright.
0.8337283785871485,0.8360224676039862,0.8500540949002738,The concept was clear.,The concept was lucid.
0.972465690009609,0.9715246630362079,0.969026588584998,The conclusion was logical.,The conclusion was rational.
