baseline_similarity,mean_shift_similarity,regression_similarity,sampling_similarity,transformative_loss_similarity,contrastive_loss_similarity,contrastive_cosine_similarity,Sentence1,Sentence2
0.9451458334612146,0.9471220413820717,0.9416447869464434,0.9428543375606901,0.8565172701306214,0.8574764953496866,0.8321744065330343,The worm crawled slowly.,The worm inched slowly.
0.8618571376275383,0.8674313554054907,0.8773321657305871,0.8614164513031405,0.9819623083925272,0.9868837935582508,0.9928097373220746,The experience was valuable.,The experience was enriching.
0.8828780438828373,0.8872221424143288,0.8904925238469333,0.8823671772370345,0.8441510449849373,0.8159557283536651,0.8369401197732792,The wisdom was shared.,The wisdom was imparted.
0.9430211055581845,0.9433135298600882,0.9448724452771775,0.9412399067432318,0.9816914637445336,0.9847521567810931,0.9909401396186813,The answer was correct.,The answer was accurate.
0.801524339746492,0.8101972672604616,0.8249495278484524,0.8014635217889368,0.7939964419877434,0.7944283151922229,0.7829141315752064,The people were welcoming.,The people were hospitable.
0.9266767057333003,0.9265988842394183,0.9311978469314656,0.925994142968398,0.9898558850986895,0.9908026712051973,0.9946450387187223,The outcome was uncertain.,The outcome was unpredictable.
0.8982006467887409,0.9004572860316662,0.9021469341954027,0.8959607452871583,0.9313153704911017,0.9242319475727625,0.9428250917247044,The heat was unbearable.,The heat was sweltering.
0.937142042508067,0.9378468957156059,0.9352616277329984,0.9364081592323686,0.8781328888237769,0.8711115663173478,0.8900135136269789,The lizard darted across the rocks.,The lizard scurried across the rocks.
0.963391041305619,0.9620380299141966,0.9657411011023473,0.9632442929140734,0.9911635618657044,0.9924308471754733,0.9953360404982967,The punishment was severe.,The punishment was harsh.
0.9226211384253747,0.9203264356237204,0.9083171569273213,0.9220516877840577,0.7599667704290646,0.7888542646551383,0.7547780492117151,The injury was serious.,The injury was severe.
0.8552556104842843,0.8632276997611987,0.877109363027569,0.8554802064568429,0.9796900552520847,0.9807564501783106,0.9897257424199553,The situation was complicated.,The situation was convoluted.
0.9387946507075802,0.932681113212297,0.9419447732533033,0.9380399903286852,0.9898748684601145,0.9927096300617214,0.9944901824983279,The decline was gradual.,The decline was slow.
0.9035851438544361,0.9044654346952627,0.913732992197924,0.9034508284426627,0.984370319348555,0.9836585835356835,0.9937959934571206,The book was engaging.,The book was absorbing.
0.9513508297380412,0.9501289636858389,0.9512437326815071,0.9512205393869971,0.9930961505685016,0.9916081855629907,0.9967758397225532,The offer was declined.,The offer was refused.
0.9551232740421721,0.955427549577566,0.9582762758152198,0.9547449817625553,0.9918647848415267,0.9933625516348645,0.9957707912838663,The threat was serious.,The threat was grave.
0.9607474783369734,0.9605724410993491,0.964151424357893,0.9598889648436627,0.9939085893696861,0.9954167988434577,0.9977281631357384,The impact was considerable.,The impact was substantial.
0.9532371133290068,0.951151410268761,0.9483523424838902,0.9530596548241812,0.9796929996491891,0.9857207055263253,0.9919952429927015,The truth was revealed.,The truth was uncovered.
0.8979536817020064,0.8914878633704222,0.9136952160139957,0.8959368621341337,0.9933311254972967,0.9935697698316412,0.9968105350221861,The chance was squandered.,The chance was wasted.
0.8948841443142129,0.8985502231099449,0.9008482790389629,0.8944509952748829,0.9869915109776864,0.9904122112343792,0.9962716459830013,The bond was unbreakable.,The bond was indestructible.
0.9288507336385209,0.9339213866986934,0.9316517831051467,0.9273397532634355,0.8992661924922589,0.8961867926358869,0.8769036717140579,The fragrance was sweet.,The fragrance was alluring.
0.9081823729524907,0.9125462689614956,0.9119009750334851,0.9080648370221411,0.9891169671957656,0.9906368222371451,0.9929208122959048,The time was passing.,The time was elapsing.
0.9661760277680025,0.9657701179967553,0.9662049736820909,0.96552261254921,0.9052495406611321,0.9127887323064118,0.9099500880360221,The sunset was colorful.,The sunset was vibrant.
0.8377248951550368,0.8351279820760267,0.8398539460354328,0.8374078673179683,0.7828554706374679,0.7770050185043549,0.7634713753341453,The year was prosperous.,The year was successful.
0.9711419174648486,0.969923868224859,0.9624597515185913,0.9701558849346495,0.8693415583174344,0.8738297881504649,0.8699421043173755,The river was wide.,The river was broad.
0.9206957475261807,0.9183071140389747,0.9289890710996164,0.9210184304169726,0.9781901833471427,0.9802320555366251,0.9894763417864101,The problem was solved.,The problem was resolved.
0.8696142856992257,0.8708720294096207,0.8850592623231278,0.8686276993205717,0.9929485384243598,0.9954211016988852,0.9977398269621391,The sentence was lenient.,The sentence was merciful.
0.8828780438828373,0.8872221424143288,0.8904925238469333,0.8825619230979114,0.8441510449849373,0.8159557283536651,0.8369401197732792,The wisdom was shared.,The wisdom was imparted.
0.9455445746309594,0.9445778261193569,0.9431419892667229,0.9449734289023926,0.9927821903456745,0.9932358426797401,0.9969342112372317,The opportunity was missed.,The opportunity was lost.
0.8887191801031236,0.8896134304553023,0.8951488757435632,0.8861966908763876,0.9915548648499778,0.9935553569276324,0.9958248335437532,The reaction was immediate.,The reaction was instantaneous.
0.9017282951532177,0.9015570641107338,0.9135856066902706,0.9014035874900379,0.9929473897525699,0.994829335356837,0.9974103222256807,The purpose was served.,The purpose was achieved.
0.9491839290455404,0.9474159540317089,0.9490057788621767,0.948322105421467,0.9024117198003017,0.9022612417126863,0.8929138069022531,The sculpture was elegant.,The sculpture was graceful.
0.7724907090117691,0.779828267945895,0.8067761871570831,0.7725737333327978,0.7557795247028432,0.7580346842118559,0.74317884388855,The medicine was effective.,The medicine was efficacious.
0.9556787586149312,0.953608843836039,0.9522401306949919,0.95458866936286,0.8632560982641905,0.8824952706266225,0.86777125127219,The cloud was moving.,The cloud was drifting.
0.9809242097271802,0.9778822068853757,0.9717946980893588,0.9802541438049233,0.9003316581844432,0.8916607051597996,0.8933702888086974,The deer leaped over the fence.,The deer jumped over the fence.
0.9162853990980442,0.9138231397981389,0.9232590023842795,0.9149147367042367,0.8911154323148295,0.8839371629300466,0.8795518312802966,The season was delightful.,The season was charming.
0.8748591677690298,0.8743832124638622,0.884759608489716,0.8750209709119458,0.9266514436247573,0.9310935615683573,0.9363602561341504,The interaction was positive.,The interaction was constructive.
0.7276041630789402,0.7239463648281781,0.7568557178717861,0.7281356411468249,0.9890377723240428,0.9903512098430634,0.9967574478469151,The conflict was over.,The conflict was concluded.
0.8726407952982415,0.8697061542416096,0.8906690871195484,0.8696747555448787,0.885379846307906,0.8710486642916871,0.8722259707500868,The hotel offered accommodation.,The hotel provided lodging.
0.9584845680454982,0.9594466304900193,0.9554816556239222,0.9580539369399933,0.9878711213168395,0.9897360211317292,0.9929019207389478,The repercussions were severe.,The repercussions were dire.
0.9326440126878546,0.9353382818588789,0.9396967832810234,0.9307837218358421,0.9885842424295906,0.9917778008376497,0.9953472769716838,The information was helpful.,The information was useful.
0.9599614103130787,0.9616373977755693,0.9629589314590247,0.9596096111426994,0.9419992215605439,0.9373701275441552,0.9426385301936157,The coffee was strong and black.,The coffee was potent and dark.
0.929938450924437,0.9302888833507905,0.9380864783551344,0.9299027386401064,0.9811380540781436,0.9838572123496393,0.9893587788224716,The struggle was hard.,The struggle was difficult.
0.8878287515130643,0.8929945167923194,0.8927609782441367,0.8874101172101478,0.8977957509037353,0.8968284704545477,0.8985643040439254,The river flowed calmly.,The river meandered calmly.
0.7631398607513071,0.764581520662472,0.808049730803822,0.7630521160369823,0.989365620905481,0.9888281794592526,0.993998764620235,The invitation was accepted.,The invitation was welcomed.
0.9252495258995292,0.9261376549187502,0.9275731967393379,0.9248491540572812,0.9762004091679285,0.9805421471737246,0.9913397196655069,The destination was reached.,The destination was arrived at.
0.9316893955289851,0.9271708923272782,0.9272370742732563,0.9312389270181994,0.9808373733246638,0.980270492163474,0.9887111621500116,The evidence was compelling.,The evidence was strong.
0.9297701378261614,0.9329012788803652,0.9382080262286948,0.9299528755425988,0.9936379093603658,0.9948933141716807,0.9971942691852183,The idea was innovative.,The idea was groundbreaking.
0.944758469545614,0.9443518823070496,0.9459806993163357,0.9428330680266,0.8720292832528993,0.8731566658920062,0.859113199793504,The land was fertile.,The land was rich.
0.8999186668466193,0.8975116013881307,0.9102351335007165,0.8983808438173202,0.9857931458432447,0.9846692770701118,0.9946565578827609,The situation was critical.,The situation was urgent.
