baseline_similarity,mean_shift_similarity,regression_similarity,sampling_similarity,transformative_loss_similarity,contrastive_loss_similarity,contrastive_cosine_similarity,Sentence1,Sentence2
0.7858589389415216,0.8704727741413825,0.8834193914492827,0.7884359165214514,0.9346528587953242,0.9242297588245715,0.9375018095554666,The debate was lively.,The debate may have been lively.
0.8130477937359994,0.8858994621330488,0.912200405408162,0.8210070865021977,0.8836989770328729,0.8035346316733432,0.8535466595447437,The pressure changed rapidly.,The pressure could have changed rapidly.
0.8662074094718777,0.9194319823287711,0.9282849258917761,0.8635640559251361,0.9006701006882654,0.8942860135826435,0.8912590705644383,The rainbow appeared beautifully.,The rainbow could have appeared beautifully.
0.8574794918043105,0.905664617385012,0.9213976416899193,0.8564634824719815,0.8371271176368908,0.8646279032624529,0.8694136821552464,The goose honked loudly.,The goose may have honked loudly.
0.7256562343778148,0.8199669848065121,0.8524736663546663,0.7337214205732377,0.9770102634564208,0.980447112990997,0.9856673356520048,The method was effective.,The method may have been effective.
0.8801224440556349,0.9218115500817184,0.935969433245092,0.8820587006787433,0.9196870569683812,0.9174185621634685,0.9037214211051684,The toad sat on a lily pad.,The toad may have sat on a lily pad.
0.7509450036250411,0.8274627529602009,0.8498702253717818,0.7561589170057034,0.8511275203478083,0.8536240052157653,0.8613464647327653,The rebound was swift.,The rebound may have been swift.
0.8769413251042024,0.953053515750961,0.9598008084765026,0.8799950194686179,0.9338498681751068,0.945064297067077,0.9430873954295627,The book was insightful.,The book might have been insightful.
0.808278684236038,0.8806488389337486,0.9031329843599483,0.8111401372545444,0.8931891046871682,0.88644656585093,0.8803374998417509,The audience applauded enthusiastically.,The audience might have applauded enthusiastically.
0.7958082391969834,0.8562693259396911,0.8962842100562731,0.7941411552291697,0.9309163951380415,0.9197086984767405,0.930292854025029,The person is tired.,The person might be tired.
0.8980669606297689,0.9019634945884164,0.9129925483464483,0.8946417123826491,0.8478863719415254,0.8654226652284582,0.848643074502452,The experience is transformative.,The experience may be transformative.
0.8160749886232892,0.864772808501705,0.8868732871780274,0.821882749903935,0.8751273872703148,0.8697037138868569,0.8758364494921196,The city is big.,The city could be big.
0.8464680859601575,0.9217870210364241,0.9369433671757924,0.8515864472885772,0.9153681457156251,0.9149789776485083,0.935112960286083,The potential was unlimited.,The potential might have been unlimited.
0.8585289479114551,0.9453788757299839,0.9620784170764074,0.8692408230364613,0.9407189297205613,0.9472123884987105,0.9502992576294729,The profit was significant.,The profit might have been significant.
0.7611710094257185,0.8325485318928723,0.8657790205882036,0.7607386908085809,0.8317544410225541,0.8398693077061766,0.8678428745980263,The potential was unlimited.,The potential may have been unlimited.
0.8373727905026698,0.9251275005101747,0.9386642094659726,0.8472639030714662,0.976006578713775,0.9676876852814695,0.9790053057292796,The competition was fierce.,The competition could have been fierce.
0.8275126973529096,0.8894683882148327,0.9108164701780287,0.8299819323855058,0.9910656566799086,0.9922516590583813,0.9954277320991082,The victory was sweet.,The victory may have been sweet.
0.7770715328687101,0.8640606513111602,0.8951240979961674,0.7846590152133499,0.9844434819671048,0.9879710880156267,0.9875694513223466,The influence was considerable.,The influence might have been considerable.
0.8382028448998002,0.8842856899471752,0.9060866593380517,0.8434053412414111,0.9284150089510212,0.9020171897849656,0.8882070963775939,The wildfire destroyed homes.,The wildfire could have destroyed homes.
0.7309949763463912,0.7844831181060516,0.8174872652285812,0.7359531814118052,0.801190794664282,0.7858187863948637,0.7889897744641872,The commute is long.,The commute might be long.
0.869635736424632,0.9291787538897341,0.9406317666060523,0.8705690180228278,0.9822572190409475,0.9812976214162966,0.9792115069537659,The ingenuity was remarkable.,The ingenuity might have been remarkable.
0.8721834674965784,0.9303562412222692,0.9374757160722612,0.8744360874094038,0.936363048030463,0.9280925374362974,0.942931081621412,The evidence is compelling.,The evidence might be compelling.
0.8221194961238535,0.9173895206573993,0.9335091654282954,0.8359371675333818,0.937977197999078,0.9305017314667663,0.9123674415069146,The meeting was productive.,The meeting might have been productive.
0.8593279061842692,0.9178558799378718,0.9264221992283062,0.8657895062668501,0.9468402486519079,0.9419035170543173,0.9476023518884173,The action was timely.,The action may have been timely.
0.8103785050133419,0.8518880952332257,0.8728070134256439,0.8103785604672262,0.9347239621271576,0.9232346959937051,0.9208144673152042,The progress is slow.,The progress could be slow.
0.8365791116412762,0.8969635821375646,0.9034135520987447,0.8387552248919187,0.8873502425936669,0.8675391528861356,0.8737609695016607,The soup is too salty.,The soup might be too salty.
0.8373321338366083,0.8894385300572709,0.8973096487653245,0.839984746992581,0.9500884581186919,0.9452576846302518,0.9308571654784497,The night is cool.,The night might be cool.
0.8067493293438195,0.885810294868195,0.9207698208694464,0.810006545784643,0.9803458686757925,0.9782944513646981,0.9869437601303941,The management was efficient.,The management could have been efficient.
0.851929735043301,0.9172103876959034,0.9449081050711551,0.8575537140495628,0.9797049813785674,0.9720052689204384,0.9832460125235862,The problem was complex.,The problem could have been complex.
0.8381478531730808,0.9060604760585795,0.9212214876285252,0.8415874107396233,0.9063831447123676,0.9001324207846245,0.8984632613793562,The experience was transformative.,The experience may have been transformative.
0.727735789600263,0.7428660217459202,0.7714387202658732,0.7277102555876351,0.7408666713876546,0.7449709177519337,0.7284699502286246,The development is rapid.,The development may be rapid.
0.7633125647638117,0.804960641275052,0.8615207988701381,0.7650218273980935,0.9116763763210632,0.8868223625319283,0.9129156351979453,The person is angry.,The person could be angry.
0.7349290101380244,0.849431062779933,0.8999404995704381,0.7441843434739013,0.9059695143256543,0.8879286825853452,0.8828123774763805,The expansion was significant.,The expansion might have been significant.
0.87659319847468,0.9546257216628684,0.95896924639297,0.8825987206771652,0.969481705362688,0.9570227569431169,0.9687699395353173,The customer satisfaction was high.,The customer satisfaction could have been high.
0.9386375425671739,0.9373601545967228,0.916906536655457,0.9313315256353989,0.9131246608157001,0.9126459590685061,0.9097901888681532,The value is immeasurable.,The value may be immeasurable.
0.8436269497530926,0.9282560833953942,0.9432180261459577,0.8483625000331361,0.9523932022900412,0.948494264074321,0.9388406711638011,The risk was minimized.,The risk might have been minimized.
0.7972523927683318,0.8415572884284186,0.8633766402662488,0.8025201632419688,0.8799097166818346,0.8840650103501387,0.8811394209305687,The snake shed its skin.,The snake may have shed its skin.
0.8418967194194177,0.8395065540176843,0.8375256719554222,0.8298039357710327,0.852049396527883,0.8411059347306015,0.8237523030203379,The steering is precise.,The steering may be precise.
0.843740384160335,0.921610835581446,0.9348412896665208,0.8486753500703175,0.9892042168592012,0.9919551426647751,0.9939564232260066,The task was difficult.,The task might have been difficult.
0.832740078008548,0.8976762957464661,0.9115588827822104,0.8371406798708687,0.9725227700856662,0.9740662656098689,0.9833297927339887,The sky is clear.,The sky might be clear.
0.7935651088002513,0.8449605625287697,0.8883528903267942,0.793363300996374,0.9064480451172234,0.8815120698790646,0.907928748298815,The conditions are favorable.,The conditions could be favorable.
0.7879134334856471,0.8086486288126381,0.829695620890969,0.7885161286002242,0.7728957387805454,0.8122122886799039,0.8290645375934025,The coffee is bitter.,The coffee may be bitter.
0.8806161509275268,0.9456948381391701,0.949947028413434,0.8847195061617331,0.9310023761229447,0.9267049782967057,0.9255879249952246,The packing was tedious.,The packing could have been tedious.
0.847073808256161,0.9111511614322767,0.9259600820552905,0.8473002233026675,0.8706037880368778,0.8938084908107424,0.8870193039803449,The sales increased dramatically.,The sales could have increased dramatically.
0.8764367285403509,0.949127077505831,0.9501166955553975,0.8802195582878146,0.953218717074065,0.9397786170731699,0.9594959126744135,The execution was flawless.,The execution could have been flawless.
0.8670762667005671,0.9295692431992897,0.9401677503402545,0.8630208980926988,0.9481899900411253,0.9408478680982969,0.9540099041593418,The success was well-deserved.,The success might have been well-deserved.
0.8055902489046729,0.8700536964502856,0.888017386906272,0.8100638543601562,0.9068827163225799,0.8846704426760895,0.8739144293862342,The firefighter extinguished the fire.,The firefighter might have extinguished the fire.
0.8691170421409342,0.9234375851805801,0.9254850442375975,0.8648805725420723,0.8891533766520335,0.8878504549606567,0.8984609041939594,The trip was memorable.,The trip could have been memorable.
0.8620613148443691,0.9217136263718043,0.9286831478362491,0.8638072647438391,0.9789366708201326,0.9727125001854839,0.9796828644151969,The future was promising.,The future could have been promising.
0.8107689685124964,0.8410279171414256,0.8421820262933076,0.8048225236802795,0.7802113909824597,0.7606653049813155,0.762999745633997,The artist painted a masterpiece.,The artist may have painted a masterpiece.
0.7940120383623381,0.8996061601855918,0.9168354380653588,0.8010692695796557,0.9815115492514322,0.9836168785370314,0.9857518024785074,The achievement was remarkable.,The achievement might have been remarkable.
0.7611710094257185,0.8325485318928723,0.8657790205882036,0.7605343944975066,0.8317544410225541,0.8398693077061766,0.8678428745980263,The potential was unlimited.,The potential may have been unlimited.
0.8241847837289139,0.8931967826879967,0.9084478692728295,0.8268149309992237,0.9293415271042241,0.9420438131114246,0.9367649997537641,The moment was special.,The moment may have been special.
0.820696042271709,0.8917690609491455,0.9200766204948634,0.8261292583285261,0.9800692636701541,0.9854544244606034,0.9826076719777876,The solution was simple.,The solution may have been simple.
0.7241185612458683,0.7801707446300468,0.8473322468686435,0.7288683591866154,0.913863822603534,0.9404361481268941,0.9377517301057201,The river is flowing.,The river could be flowing.
0.8542358406382802,0.890802387330671,0.8958510536499814,0.8520505985089781,0.8837835097498087,0.8677697312714152,0.8432269419222653,The air is fresh.,The air may be fresh.
0.839201427202938,0.8974252296859362,0.8957635264286534,0.8383974574281062,0.8460690344644759,0.8652104840699306,0.848690166983546,The improvement was remarkable.,The improvement may have been remarkable.
0.8213090611375078,0.8811326720016107,0.8940063040278967,0.8239619584353021,0.9031843725780572,0.8974830749060598,0.8878024736390457,The movie is good.,The movie could be good.
0.7839855232568728,0.8355707665563026,0.8851720752581762,0.7859679964382158,0.8392888203050278,0.8169134011912259,0.8679545893330467,The system is stable.,The system might be stable.
0.8801247234262831,0.8874567454252387,0.8954337540260575,0.8795708984749246,0.7745925251503325,0.8050679803364594,0.8010219702170076,The skill is impressive.,The skill may be impressive.
0.753271766615718,0.8634209001166258,0.9109078341629706,0.7639148233523079,0.9203341236129454,0.9024167201772261,0.9200564655790431,The organization was effective.,The organization might have been effective.
0.7579989662968338,0.8261057719430087,0.8686333259788813,0.7666264033065582,0.9096477197759537,0.8951203065324566,0.9260087222257235,The tea is strong.,The tea could be strong.
0.821437421609521,0.8917537260274238,0.9013603501898466,0.8201295883569074,0.9431570162663274,0.9434798527179264,0.9412475955889984,The decline was temporary.,The decline may have been temporary.
0.7841058161803394,0.8592079039290206,0.9076533929106104,0.792037726201712,0.9447832132675267,0.9403979131892669,0.949234697578379,The growth is steady.,The growth might be steady.
0.8447949020810093,0.9145809828133759,0.9292148439109835,0.848003073969013,0.9175167977804656,0.9120322859360103,0.9030604379841636,The adventure was exciting.,The adventure could have been exciting.
0.8570508028500607,0.8778519049190925,0.8923058398612317,0.8534724505519529,0.9257089475309803,0.9301438893195108,0.9444066681192825,The salamander ate a spider.,The salamander could have eaten a spider.
0.8752891519927151,0.9203960345957453,0.9286767739177818,0.8804643463517868,0.9069409832615345,0.9016245651716343,0.8873417789978919,The eagle soared high above.,The eagle could have soared high above.
0.8821534838599675,0.928857021059561,0.9362064350809343,0.88385429048642,0.9758851475770268,0.9673292786806253,0.9772481257476278,The contribution was invaluable.,The contribution could have been invaluable.
0.867152115124757,0.8990218547030205,0.8925658434791446,0.8701587360817944,0.8184214649618167,0.7964787237679649,0.8078777105289712,The mountain is high.,The mountain may be high.
0.8383620148009628,0.9349104657390138,0.94685418609011,0.8418248198018492,0.9766140256755876,0.9868811046163319,0.9856039951809707,The recovery was strong.,The recovery might have been strong.
0.8605169137122055,0.9014345379139586,0.9137784553396114,0.8588520259812347,0.8952401772016658,0.9039232927974185,0.8968014084384581,The stars are visible.,The stars might be visible.
0.8517275974398132,0.9143171765976859,0.9204013783607224,0.8551854316482317,0.9829959673020672,0.9844466546688938,0.9881780144090095,The efficiency was maximized.,The efficiency may have been maximized.
0.8388364767967196,0.8760792894013926,0.8925681921759692,0.8409823918210031,0.8298072321244746,0.8326830271625763,0.8350834489868157,The technology is innovative.,The technology may be innovative.
0.7962443663128521,0.8812447335300345,0.9063145153065276,0.7950366312718498,0.9191529378367855,0.9184133128248583,0.8976823396066486,The sunset glowed brightly.,The sunset may have glowed brightly.
0.8422149579755068,0.9228256858351895,0.9416264546107393,0.8423086950306903,0.937824133680935,0.9262824639516102,0.9245782027365259,The collaboration was ineffective.,The collaboration might have been ineffective.
0.8387033963328077,0.8880084395788652,0.9155371141318913,0.8351798080365873,0.9758362347621463,0.9761402560537283,0.981219934071355,The information was useful.,The information may have been useful.
0.7803797653637968,0.8667363524945874,0.9027815724297822,0.7843605470185497,0.9183421998571679,0.9057687899003084,0.8970799015114765,The fish swam gracefully.,The fish might have swum gracefully.
0.8041017937360184,0.8700542924560171,0.8894716488380079,0.8046859236198857,0.9370004100507808,0.9318648351881899,0.9358955649489812,The bees are buzzing.,The bees might be buzzing.
0.9020550440405243,0.9088826178407885,0.9036170802512453,0.8986204503305062,0.8561719262169268,0.8624058097758316,0.8599485708751295,The safety features are advanced.,The safety features could be advanced.
0.8468037873901866,0.8851463330650684,0.9147201595004569,0.8442518800527274,0.8849791284317503,0.8384489329353211,0.8454414625551334,The property taxes are high.,The property taxes might be high.
0.8180464398797518,0.8761430028660063,0.8919794071374814,0.8203296476833797,0.9409244070391836,0.9272457560121834,0.9364711329654657,The newt swam in the stream.,The newt might have swum in the stream.
0.8232492253859047,0.84865696541583,0.8634777688669381,0.8202584920346154,0.7975806092634806,0.7764189801934092,0.7459473069415548,The building is tall.,The building may be tall.
0.8192382803915292,0.9172016961855187,0.9338701330341195,0.8247822214806609,0.9680873819418725,0.968336935088204,0.970145589214378,The decline was gradual.,The decline might have been gradual.
0.7604070200980813,0.8124971708018667,0.854463636878853,0.7648476810413516,0.8976844513478305,0.8670415436621698,0.8885907093396752,The road is long.,The road might be long.
0.8523839318370965,0.8578539899496759,0.8677247281075589,0.8496636128843662,0.7368635942771389,0.7135837929039789,0.7204914845326842,The schools are excellent.,The schools may be excellent.
0.8562840169965055,0.9322539412660568,0.9435507298565063,0.8614477204521893,0.9740974000876406,0.9646209831003993,0.9724608814666427,The creativity was inspiring.,The creativity may have been inspiring.
0.9179759088045016,0.9452200044567368,0.9498829987215194,0.9144456498006261,0.9823187877460803,0.9804163239179765,0.9860064378919684,The repercussions were negligible.,The repercussions could have been negligible.
0.84766529766612,0.9014946568818247,0.9183355083889782,0.8515333445697856,0.9154758926064025,0.9093280192432935,0.9041030050075575,The clouds drifted lazily.,The clouds may have drifted lazily.
