baseline_similarity,mean_shift_similarity,regression_similarity,sampling_similarity,transformative_loss_similarity,contrastive_loss_similarity,contrastive_cosine_similarity,Sentence1,Sentence2
0.9243246618032874,0.94613045568212,0.9515652585911742,0.9231364168619927,0.93717634711229,0.9294716233205123,0.9367992948406867,It happens naturally,It happened naturally
0.8917244826319392,0.9217714434355165,0.926386749616309,0.889031864667698,0.905989729605034,0.8899157047686965,0.8990646348790114,We strengthen considerably,We strengthened considerably
0.6932056587684223,0.7151364895882705,0.7604711524116778,0.6879623521637912,0.7808589577582934,0.7986045641571169,0.7880673117934353,It clarifies ambiguous points,It clarified ambiguous points
0.9096650104290106,0.9295993952618671,0.9355642803718799,0.901502785985438,0.9364677505731642,0.9376424647348354,0.9418574702706964,Penguins waddle steadily,Penguins waddled steadily
0.9427557268004125,0.9634312910961921,0.96544177344461,0.9432059677891153,0.9526121761589454,0.9496723197163562,0.9504763073720555,Teenagers study diligently,Teenagers studied diligently
0.8613295069442615,0.8604262230244744,0.8712021751319523,0.8516401092759625,0.8732215618821171,0.8558127806789575,0.8565910057451898,Firefighters extinguish fires bravely,Firefighters extinguished fires bravely
0.9082563487088606,0.9454865941716817,0.9500820333405213,0.9078788289734273,0.9845630297477315,0.974155038728884,0.9871876426427665,The rabbits hop quickly,The rabbits hopped quickly
0.917832928810346,0.9392082212370881,0.9444535657507536,0.9106524082274443,0.953636905500021,0.9379984536436113,0.9440613866748279,You learn quickly,You learned quickly
0.9362267987421728,0.9488119245199477,0.95131411929062,0.9220296386549593,0.9318029817593068,0.9254172823024084,0.9171401383794451,We share emotions universally,We shared emotions universally
0.9272432238271588,0.9371819368413762,0.9356298498156721,0.9176266717876047,0.9638840469304681,0.961195320982632,0.9585050536170043,The walruses haul out on land,The walruses hauled out on land
0.8678230087509292,0.9062360521583388,0.9172039255008531,0.8653934156202976,0.8684145805114611,0.844033982966902,0.883951860381036,The grass dries quickly,The grass dried quickly
0.7909329813987556,0.8337321585896947,0.8559794442053668,0.7912700192197506,0.8826339877387825,0.8641407182177046,0.8616347697362042,He learns quickly.,He learned quickly.
0.9085460834050207,0.9370848982851147,0.9447650074972745,0.9042179118742177,0.9252864563082637,0.9240603848346688,0.9285530665984201,Monkeys swing playfully,Monkeys swung playfully
0.918631755902706,0.9328289746761487,0.934189221501548,0.9157257455879275,0.91432526275897,0.902829993202591,0.9115505404529671,The police officer arrests suspects,The police officer arrested suspects
0.9218784048078716,0.9355468080793655,0.9349219026731316,0.9104785599820013,0.9299418627225938,0.9187501146489419,0.9158272819458657,The sound engineer enhances the sound,The sound engineer enhanced the sound
0.9526154772865466,0.9650346991972588,0.9663422646097888,0.944679799562376,0.9535020681203105,0.9468786057164853,0.9360568638780282,The singer sings a song,The singer sang a song
0.9589854041998563,0.9792506673132669,0.9786333214717894,0.9498930314911569,0.9685452704258515,0.9582095776563905,0.9746754967302942,The bluebirds sing beautifully,The bluebirds sang beautifully
0.8980619663260022,0.9177787840784064,0.9316794704488683,0.8967150180055717,0.9267802957463345,0.9199518387405727,0.925833854026912,It operates seamlessly,It operated seamlessly
0.7320426769390095,0.755548840975335,0.8055647071606566,0.7371729788100436,0.9800649460227255,0.9743383224282092,0.9872431197026228,It functions optimally,It functioned optimally
0.8758567547576792,0.9124708953940499,0.9134845660189472,0.8706668557933862,0.9805667514587231,0.9702122738090904,0.987090903316792,I stay focused,I stayed focused
0.6424250888194015,0.6792412067354401,0.7290260844594846,0.6394927293663433,0.8214197626037273,0.8375766298328846,0.8242136224344642,It clarifies perfectly,It clarified perfectly
0.9203031654308782,0.9419098168124742,0.9451143516732993,0.9151120780189483,0.9847844517516342,0.977655607744511,0.9866067505164763,They dance gracefully,They danced gracefully
0.8962743493477482,0.9217882731897615,0.9359404291124811,0.8943340198919757,0.9483894100851087,0.9413441743595508,0.9580084942313415,Geese fly in formation,Geese flew in formation
0.9013071424345993,0.920661809885244,0.9270316074585743,0.8936984458122635,0.9349347678284207,0.9248194865070366,0.9231684380013401,You compete fiercely,You competed fiercely
0.8828314993963498,0.9142871148313201,0.9207927828666604,0.8767903784886568,0.9056747849222292,0.9058027391773196,0.9062201922957472,We leave immediately,We left immediately
0.9290081596474982,0.9572740663757654,0.9647401440240975,0.9238050374567325,0.9810568957075356,0.9751625015796686,0.9846489310109237,The trees sway gently,The trees swayed gently
0.9474197058549596,0.9731343633558717,0.974739230793734,0.9379209085904981,0.9632000045110704,0.9468120657421617,0.9631118171832969,The children play happily,The children played happily
